filename,source_dataset,source_url,source_country,license,original_filename,original_class,final_class,image_width,image_height,split,sha256,phash,annotation_status,annotation_method,review_status
RDD2020_Japan_Japan_003919.jpg,RDD2020,https://doi.org/10.17632/5ty2wb6gvg.1,Japan,CC BY 4.0,Japan_003919.jpg,D20,alligator_crack,600,600,train,3bc9c576cfd992328195ef6bd010ec365a5b8f617f667d03fca8579219b97b5b,93c8a229b5c7b8ce,verified,manual_ground_truth_reprojected,accepted
RDD2020_Japan_Japan_003924.jpg,RDD2020,https://doi.org/10.17632/5ty2wb6gvg.1,Japan,CC BY 4.0,Japan_003924.jpg,D20,alligator_crack,600,600,train,4aa634082a398c896a88ccecd13c570f154c391d70fba5395d339c12f96929b7,c7eeb0994262e4da,verified,manual_ground_truth_reprojected,accepted
RDD2020_Japan_Japan_003926.jpg,RDD2020,https://doi.org/10.17632/5ty2wb6gvg.1,Japan,CC BY 4.0,Japan_003926.jpg,D20,alligator_crack,600,600,train,41c50d16d7a65b55ae997001ebabdee81813162dd08fda9249dc17ce5d41b666,9f093de96185a59c,verified,manual_ground_truth_reprojected,accepted
RDD2020_Japan_Japan_003927.jpg,RDD2020,https://doi.org/10.17632/5ty2wb6gvg.1,Japan,CC BY 4.0,Japan_003927.jpg,D10;D20,alligator_crack,600,600,train,3222bdd6cb9a5c3ad660174b8d5736affd8d017a61bfe602cce6f1c5a898493b,8e8e8bc3c27271f8,verified,manual_ground_truth_reprojected,accepted
RDD2020_Japan_Japan_003929.jpg,RDD2020,https://doi.org/10.17632/5ty2wb6gvg.1,Japan,CC BY 4.0,Japan_003929.jpg,D20;D00,alligator_crack,600,600,train,1cd7869e3c447a62b4b193a81cb4fa4e98ada03cfc3d950f929e24d502fff44a,c4c1e1e03c7ede86,verified,manual_ground_truth_reprojected,accepted
RDD2020_Japan_Japan_003930.jpg,RDD2020,https://doi.org/10.17632/5ty2wb6gvg.1,Japan,CC BY 4.0,Japan_003930.jpg,D20,alligator_crack,600,600,train,8d6cc6749789a8c61c7e6871d8013939ae16dd432f0cc30cd1379765a464fc9a,dbdfcfe5c0c8c080,verified,manual_ground_truth_reprojected,accepted
RDD2020_Japan_Japan_003933.jpg,RDD2020,https://doi.org/10.17632/5ty2wb6gvg.1,Japan,CC BY 4.0,Japan_003933.jpg,D50;D40;D20;D00,both,600,600,train,71d86173712c2e5ddc63672acfe0b4620c065e144d91d45b316459c25dce9da5,c1c9b9b92b276744,verified,manual_ground_truth_reprojected,accepted
RDD2020_Japan_Japan_003936.jpg,RDD2020,https://doi.org/10.17632/5ty2wb6gvg.1,Japan,CC BY 4.0,Japan_003936.jpg,D44;D20,alligator_crack,600,600,train,440be2d0d8aa8176c7459e26ae3852f36fc0fd30de4bb232a963952b67f2ba44,c6dadb89d9707029,verified,manual_ground_truth_reprojected,accepted
RDD2020_Japan_Japan_003939.jpg,RDD2020,https://doi.org/10.17632/5ty2wb6gvg.1,Japan,CC BY 4.0,Japan_003939.jpg,D40,pothole,1024,1024,train,779afb2ad6bec980c465094801a479af2a964c16ab82d3960d9fafa1dea255e7,f708a6d13a87de28,verified,manual_ground_truth_reprojected,accepted
RDD2020_Japan_Japan_003946.jpg,RDD2020,https://doi.org/10.17632/5ty2wb6gvg.1,Japan,CC BY 4.0,Japan_003946.jpg,D50;D10;D20,alligator_crack,600,600,train,887d2fd26b175bd3f8d108a65871449e48d9f4347d24910b32b8321a607d0a7e,c1c1fe9cb793282c,verified,manual_ground_truth_reprojected,accepted
RDD2020_Japan_Japan_003947.jpg,RDD2020,https://doi.org/10.17632/5ty2wb6gvg.1,Japan,CC BY 4.0,Japan_003947.jpg,D44;D20;D00,alligator_crack,600,600,train,2ced347b02f236b6c6dfa4a6e89713a767c938825615d8c20aea350814c3072c,9294898ded6966f2,verified,manual_ground_truth_reprojected,accepted
RDD2020_Japan_Japan_003952.jpg,RDD2020,https://doi.org/10.17632/5ty2wb6gvg.1,Japan,CC BY 4.0,Japan_003952.jpg,D10;D44;D20,alligator_crack,600,600,train,23a947258f3d0cb849f7287d366aa4b17590f00bfe3a6805c6526c614b3492f9,fcfc4c0ec6c40d4d,verified,manual_ground_truth_reprojected,accepted
RDD2020_Japan_Japan_003954.jpg,RDD2020,https://doi.org/10.17632/5ty2wb6gvg.1,Japan,CC BY 4.0,Japan_003954.jpg,D44;D20;D00,alligator_crack,600,600,train,9112d25fd864d4f35fe818ecee006000aa78db54c05895c70d1b9fe44b3efe1f,9999b9ac4e4c66a6,verified,manual_ground_truth_reprojected,accepted
RDD2020_Japan_Japan_003956.jpg,RDD2020,https://doi.org/10.17632/5ty2wb6gvg.1,Japan,CC BY 4.0,Japan_003956.jpg,D50;D40,pothole,600,600,train,a0fabde468728b05c056cab4907b0e9894c2a8ab7757a2d62db54650e83e2e08,90b7e5a42e73d390,verified,manual_ground_truth_reprojected,accepted
RDD2020_Japan_Japan_003960.jpg,RDD2020,https://doi.org/10.17632/5ty2wb6gvg.1,Japan,CC BY 4.0,Japan_003960.jpg,D20,alligator_crack,600,600,train,1634c719f2071138f0f1a412f75a9647e809cd3c0ade0833af70736574b0a8a3,b1b19adb452daa83,verified,manual_ground_truth_reprojected,accepted
RDD2020_Japan_Japan_003962.jpg,RDD2020,https://doi.org/10.17632/5ty2wb6gvg.1,Japan,CC BY 4.0,Japan_003962.jpg,D10;D20,alligator_crack,600,600,train,e18887ff8b8b7208e9922848c3dd11676487f71f9c09a0c12914473840d47df3,87a0e0509cbf7b87,verified,manual_ground_truth_reprojected,accepted
RDD2020_Japan_Japan_003963.jpg,RDD2020,https://doi.org/10.17632/5ty2wb6gvg.1,Japan,CC BY 4.0,Japan_003963.jpg,D10;D44;D20,alligator_crack,600,600,train,6a927d3cc4331d5c333ed78cf4436bf0767166f1a4d827b27ac7e5c2211ab2a8,8381f2817bd338f3,verified,manual_ground_truth_reprojected,accepted
RDD2020_Japan_Japan_003965.jpg,RDD2020,https://doi.org/10.17632/5ty2wb6gvg.1,Japan,CC BY 4.0,Japan_003965.jpg,D50;D20,alligator_crack,600,600,train,b6dad95d04a4ea66a9287ce0ccc3d434d037ad299628927b8fd8c0eb912f8cf8,d0d0a52e3756d54b,verified,manual_ground_truth_reprojected,accepted
RDD2020_Japan_Japan_003967.jpg,RDD2020,https://doi.org/10.17632/5ty2wb6gvg.1,Japan,CC BY 4.0,Japan_003967.jpg,D44;D20,alligator_crack,600,600,train,21bf0963b4978809f63dba4b495509030c6f19a7985ec8691281758d829c2789,9292beb5a1f02a3e,verified,manual_ground_truth_reprojected,accepted
RDD2020_Japan_Japan_003973.jpg,RDD2020,https://doi.org/10.17632/5ty2wb6gvg.1,Japan,CC BY 4.0,Japan_003973.jpg,D40;D20,both,600,600,train,01d988ddd6f8cc89ac4de24b431bdbf80136bf0e6b61724095c436e26054311c,878fa46c745a89a7,verified,manual_ground_truth_reprojected,accepted
RDD2020_Japan_Japan_003975.jpg,RDD2020,https://doi.org/10.17632/5ty2wb6gvg.1,Japan,CC BY 4.0,Japan_003975.jpg,D44;D40;D20,both,600,600,train,d0a6f8488591694203b1a403becb34206a1eee485db22613c28f007c45fe33ab,c643e2c69e9cb8b8,verified,manual_ground_truth_reprojected,accepted
RDD2020_Japan_Japan_003978.jpg,RDD2020,https://doi.org/10.17632/5ty2wb6gvg.1,Japan,CC BY 4.0,Japan_003978.jpg,D40;D20,both,600,600,train,502bb474165e81a49eb8ea394b942d444d4b8b937ae82d176a67b273fb7402f1,caeb9d9d10706666,verified,manual_ground_truth_reprojected,accepted
RDD2020_Japan_Japan_003979.jpg,RDD2020,https://doi.org/10.17632/5ty2wb6gvg.1,Japan,CC BY 4.0,Japan_003979.jpg,D40;D20,both,600,600,train,d38914068ab703c52fc45955d8dec95bd64671f4d36519bdae03cd634a43f537,d7f08084cdeb4a7a,verified,manual_ground_truth_reprojected,accepted
RDD2020_Japan_Japan_003983.jpg,RDD2020,https://doi.org/10.17632/5ty2wb6gvg.1,Japan,CC BY 4.0,Japan_003983.jpg,D10;D20,alligator_crack,600,600,train,50ee0d1f5c2743e6318e2314cc8c5659c1c4dfa24443721c57c6b011c8d07c6b,d0d0beaf2f3b50c0,verified,manual_ground_truth_reprojected,accepted
RDD2020_Japan_Japan_003986.jpg,RDD2020,https://doi.org/10.17632/5ty2wb6gvg.1,Japan,CC BY 4.0,Japan_003986.jpg,D50;D10;D20,alligator_crack,600,600,train,351eb7e8b7798a2c7a171bd6be39c4e57dd88e7249b3a490bb840ed57df7606d,f8b88387b98307cd,verified,manual_ground_truth_reprojected,accepted
RDD2020_Japan_Japan_003995.jpg,RDD2020,https://doi.org/10.17632/5ty2wb6gvg.1,Japan,CC BY 4.0,Japan_003995.jpg,D10;D40;D20,both,600,600,train,f467089be591f9fadc8cbc651ca3669367d49fdcdd247cf8611bd0d9bfece511,c0808587cfcb777a,verified,manual_ground_truth_reprojected,accepted
RDD2020_Japan_Japan_003996.jpg,RDD2020,https://doi.org/10.17632/5ty2wb6gvg.1,Japan,CC BY 4.0,Japan_003996.jpg,D10;D20,alligator_crack,600,600,train,96c842b3befa4156a6bdbdbf997036e726b99a3bf36994f182682aebd5ef71e2,95830bbd928bcdcc,verified,manual_ground_truth_reprojected,accepted
RDD2020_Japan_Japan_003998.jpg,RDD2020,https://doi.org/10.17632/5ty2wb6gvg.1,Japan,CC BY 4.0,Japan_003998.jpg,D40;D20,both,600,600,train,f9538b1374c2a376f9bfed8600dfb522ab5d2928a08a6115a43fff6fe626892e,929e9c9d99616333,verified,manual_ground_truth_reprojected,accepted
RDD2020_Japan_Japan_003999.jpg,RDD2020,https://doi.org/10.17632/5ty2wb6gvg.1,Japan,CC BY 4.0,Japan_003999.jpg,D20,alligator_crack,600,600,train,75b2f28f4bbcfece4c5a2523171ac7fead889c2654bc3239005af6801ecde6df,e4e6da1923f6cc90,verified,manual_ground_truth_reprojected,accepted
RDD2020_India_India_004801.jpg,RDD2020,https://doi.org/10.17632/5ty2wb6gvg.1,India,CC BY 4.0,India_004801.jpg,D40,pothole,720,720,train,949face1fcd79e15bd83bf09f63e7586434eeeb55b875a5ca0ec08b3ec4ea08f,c8f1b72f4cc39234,verified,manual_ground_truth_reprojected,accepted
RDD2020_India_India_004805.jpg,RDD2020,https://doi.org/10.17632/5ty2wb6gvg.1,India,CC BY 4.0,India_004805.jpg,D20,alligator_crack,720,720,train,b3e5ac2e54ea8debc21226890b8f1af9af7b33b56e3a2d32a329c26a2f9fdda6,9d8cae6179d094ec,verified,manual_ground_truth_reprojected,accepted
RDD2020_India_India_004806.jpg,RDD2020,https://doi.org/10.17632/5ty2wb6gvg.1,India,CC BY 4.0,India_004806.jpg,D20,alligator_crack,720,720,train,61059d59a25941569ae8c1196911aadd9f53454dbcd43269b55a1818d06df5a1,c3aa74f40b85e2ec,verified,manual_ground_truth_reprojected,accepted
RDD2020_India_India_004809.jpg,RDD2020,https://doi.org/10.17632/5ty2wb6gvg.1,India,CC BY 4.0,India_004809.jpg,D20,alligator_crack,720,720,train,7228e112feee0686e4bedce9cfe96319d4c8098795e103ce89957c49cb8e8c47,dcac63431cb89cae,verified,manual_ground_truth_reprojected,accepted
RDD2020_India_India_004815.jpg,RDD2020,https://doi.org/10.17632/5ty2wb6gvg.1,India,CC BY 4.0,India_004815.jpg,D40,pothole,720,720,train,8e3007dc056f92474dd7c7b579f5ad04e70dc12aef6b9d85245831d9337b6696,b9b1676c8c995362,verified,manual_ground_truth_reprojected,accepted
RDD2020_India_India_004819.jpg,RDD2020,https://doi.org/10.17632/5ty2wb6gvg.1,India,CC BY 4.0,India_004819.jpg,D44;D20,alligator_crack,720,720,train,800d10af7ff19c67ad1bf1f3d83171e3d6db51bb78ee18cb3d49a79c715327a8,d180aeff79528744,verified,manual_ground_truth_reprojected,accepted
RDD2020_India_India_004827.jpg,RDD2020,https://doi.org/10.17632/5ty2wb6gvg.1,India,CC BY 4.0,India_004827.jpg,D20,alligator_crack,720,720,train,31654cd65b2f880ef969d288afc2db36bde8342e1358547401233cba75a31b4a,d8dee32318bcb621,verified,manual_ground_truth_reprojected,accepted
RDD2020_India_India_004828.jpg,RDD2020,https://doi.org/10.17632/5ty2wb6gvg.1,India,CC BY 4.0,India_004828.jpg,D40;D20,both,720,720,train,e34ead8e7bc4b6f17710848e4eaadddd42b386f128fe08b476e5847920e9c589,d189a64a4bd7b5a1,verified,manual_ground_truth_reprojected,accepted
RDD2020_India_India_004830.jpg,RDD2020,https://doi.org/10.17632/5ty2wb6gvg.1,India,CC BY 4.0,India_004830.jpg,D20,alligator_crack,720,720,train,4a92adc68d12cee9d4fe45066b854423623dbc062e8bb05f7f8cbb0e7d6b2bd9,93a5e563529a89cd,verified,manual_ground_truth_reprojected,accepted
RDD2020_India_India_004832.jpg,RDD2020,https://doi.org/10.17632/5ty2wb6gvg.1,India,CC BY 4.0,India_004832.jpg,D40,pothole,720,720,train,cf5b6b90609af288e84c2583368ef17e7f753b996390cba51f50185d8844a037,84ab1b16e2db7436,verified,manual_ground_truth_reprojected,accepted
RDD2020_India_India_004837.jpg,RDD2020,https://doi.org/10.17632/5ty2wb6gvg.1,India,CC BY 4.0,India_004837.jpg,D40,pothole,720,720,train,4a8a2a5e88ff50e37a179ed035ad622f236a1eeec13691b3900894385a7e6a7a,a3e29c9c41a07d7d,verified,manual_ground_truth_reprojected,accepted
RDD2020_India_India_004838.jpg,RDD2020,https://doi.org/10.17632/5ty2wb6gvg.1,India,CC BY 4.0,India_004838.jpg,D20,alligator_crack,720,720,train,ee71483f8500ed4abc8866f610968208296001c43e8a4cfb1de4500e46b1031a,988b4bc0eae7463d,verified,manual_ground_truth_reprojected,accepted
RDD2020_India_India_004853.jpg,RDD2020,https://doi.org/10.17632/5ty2wb6gvg.1,India,CC BY 4.0,India_004853.jpg,D20,alligator_crack,720,720,train,130f9750413f9ceb9f46a02bd85db18c629cbb8582518aaf78810955a21a7325,c8c2f07c3c9fc334,verified,manual_ground_truth_reprojected,accepted
RDD2020_India_India_004854.jpg,RDD2020,https://doi.org/10.17632/5ty2wb6gvg.1,India,CC BY 4.0,India_004854.jpg,D40;D00,pothole,720,720,train,5918e870326ca324be0327a7c18cd1a33848a18cd807b49a82ead1a4e5ab8431,9e8c6d9ada85394a,verified,manual_ground_truth_reprojected,accepted
RDD2020_India_India_004863.jpg,RDD2020,https://doi.org/10.17632/5ty2wb6gvg.1,India,CC BY 4.0,India_004863.jpg,D40,pothole,720,720,train,5e33f612f04e559bc28f54f204283c8461c55c05cea787400a1c9c0c7bc272f3,969aaded1a538689,verified,manual_ground_truth_reprojected,accepted
RDD2020_India_India_004865.jpg,RDD2020,https://doi.org/10.17632/5ty2wb6gvg.1,India,CC BY 4.0,India_004865.jpg,D40,pothole,720,720,train,e6b825d3ebb806eca39e15a9a6d963d785f49f61c0460c835bde5f4816c13cac,ddc5f5b070183ec2,verified,manual_ground_truth_reprojected,accepted
RDD2020_India_India_004876.jpg,RDD2020,https://doi.org/10.17632/5ty2wb6gvg.1,India,CC BY 4.0,India_004876.jpg,D40,pothole,720,720,train,e02683ddde2bc06218bd0ef7c8e4730eb72e6ae3bad4d9b295e01c42fef749e5,b5b76260095349fd,verified,manual_ground_truth_reprojected,accepted
RDD2020_India_India_004877.jpg,RDD2020,https://doi.org/10.17632/5ty2wb6gvg.1,India,CC BY 4.0,India_004877.jpg,D44;D40,pothole,720,720,train,79bcc397886415e05dbc1c5468999b1516d3baeff415ed1059f096e17e452bc0,8080e363533dbeee,verified,manual_ground_truth_reprojected,accepted
RDD2020_India_India_004880.jpg,RDD2020,https://doi.org/10.17632/5ty2wb6gvg.1,India,CC BY 4.0,India_004880.jpg,D40;D20;D00,both,720,720,train,c9037d1749f55bf853187d12d09292914c52740ba9552fbfbba381a1c544c9a4,9d99b2664cc99726,verified,manual_ground_truth_reprojected,accepted
RDD2020_India_India_004882.jpg,RDD2020,https://doi.org/10.17632/5ty2wb6gvg.1,India,CC BY 4.0,India_004882.jpg,D40;D20;D00,both,720,720,train,3bdbd2457e2e488b24963c23f47ead234f43e29dfe44278071b0633d702e094e,d883633c1883bfda,verified,manual_ground_truth_reprojected,accepted
RDD2020_India_India_004887.jpg,RDD2020,https://doi.org/10.17632/5ty2wb6gvg.1,India,CC BY 4.0,India_004887.jpg,D40;D20,both,720,720,train,190135008ccb53fc6d2d68c5df19b03343aee05f32dd1122d3a301e8d76ef505,c8c0e77f1a9f4324,verified,manual_ground_truth_reprojected,accepted
RDD2020_India_India_004894.jpg,RDD2020,https://doi.org/10.17632/5ty2wb6gvg.1,India,CC BY 4.0,India_004894.jpg,D01;D40,pothole,720,720,train,78665936d9de940d8aff7396a21ede385b3bea9701641ede1ffae710ddca71df,988ea7e759d05625,verified,manual_ground_truth_reprojected,accepted
RDD2020_India_India_004896.jpg,RDD2020,https://doi.org/10.17632/5ty2wb6gvg.1,India,CC BY 4.0,India_004896.jpg,D20,alligator_crack,720,720,train,09d3f35dce1ed5ea6927c1839aa7f0d6c843e21896b44efbd4e1e1da5c7c910f,d481ab7a059df26a,verified,manual_ground_truth_reprojected,accepted
RDD2020_India_India_004898.jpg,RDD2020,https://doi.org/10.17632/5ty2wb6gvg.1,India,CC BY 4.0,India_004898.jpg,D20,alligator_crack,720,720,train,3a8e958d60bf9ed99f545757c436f6004737c72bc8e516263593ca064050142c,9c8ce2e318b80f77,verified,manual_ground_truth_reprojected,accepted
RDD2020_India_India_004899.jpg,RDD2020,https://doi.org/10.17632/5ty2wb6gvg.1,India,CC BY 4.0,India_004899.jpg,D40,pothole,720,720,train,9b3b18f9246d6ef2e36394afabb7a0ee6e7fae35068f219bac7c5b8f5a939fce,93276bca8293d3c3,verified,manual_ground_truth_reprojected,accepted
RDD2020_India_India_006601.jpg,RDD2020,https://doi.org/10.17632/5ty2wb6gvg.1,India,CC BY 4.0,India_006601.jpg,D40;D20,both,720,720,train,e7af80c6e82961cffc2d65b0f473f887c5f77722de290e31d5cd1a20ca7f8d39,8c8423c36ebbdb52,verified,manual_ground_truth_reprojected,accepted
RDD2020_India_India_006603.jpg,RDD2020,https://doi.org/10.17632/5ty2wb6gvg.1,India,CC BY 4.0,India_006603.jpg,D40;D20,both,720,720,train,56025149ef1f8c09dc068ed2a524365cdb6b5a68e4ac7ccd462c2a9b2703bdeb,d595ee8a20d31765,verified,manual_ground_truth_reprojected,accepted
RDD2020_India_India_006607.jpg,RDD2020,https://doi.org/10.17632/5ty2wb6gvg.1,India,CC BY 4.0,India_006607.jpg,D20;D00,alligator_crack,720,720,train,48ae38e036723981db6635554ac93bdaff72081ac07b0d958187b17facf7d14f,9090a7af18fa4b5d,verified,manual_ground_truth_reprojected,accepted
RDD2020_India_India_006608.jpg,RDD2020,https://doi.org/10.17632/5ty2wb6gvg.1,India,CC BY 4.0,India_006608.jpg,D40,pothole,720,720,train,cac93927f21bcbe2dd080925c745b0e19660363d5baa4a6af0e6073118683e55,d59595b095876e68,verified,manual_ground_truth_reprojected,accepted
RDD2020_India_India_006613.jpg,RDD2020,https://doi.org/10.17632/5ty2wb6gvg.1,India,CC BY 4.0,India_006613.jpg,D40;D20;D00,both,720,720,train,634201ef2473afb4c4b7a595fa2ee9ba8b64351a8f5973686429161b3ac40164,cbc94a9f32a22c7c,verified,manual_ground_truth_reprojected,accepted
RDD2020_India_India_006614.jpg,RDD2020,https://doi.org/10.17632/5ty2wb6gvg.1,India,CC BY 4.0,India_006614.jpg,D40;D20,both,720,720,train,f5e0fe420de158eb052f95b335421941286969a1a278537577981792c1853592,c8c1f27e788c9e62,verified,manual_ground_truth_reprojected,accepted
RDD2020_India_India_006619.jpg,RDD2020,https://doi.org/10.17632/5ty2wb6gvg.1,India,CC BY 4.0,India_006619.jpg,D10;D40;D00,pothole,720,720,train,796be7abf9942cbf72db65c9cacb9b3d594b40bd817c72398a1b3e78c19717ed,e3a8dc9629e9d294,verified,manual_ground_truth_reprojected,accepted
RDD2020_India_India_006622.jpg,RDD2020,https://doi.org/10.17632/5ty2wb6gvg.1,India,CC BY 4.0,India_006622.jpg,D40;D20,both,720,720,train,25354eca47eeedf223d92fe3a62b07e9b2ae21262a3ee16a9f565210d4d9d03c,98b9e4e5cf0a4666,verified,manual_ground_truth_reprojected,accepted
RDD2020_India_India_006630.jpg,RDD2020,https://doi.org/10.17632/5ty2wb6gvg.1,India,CC BY 4.0,India_006630.jpg,D44;D40;D20,both,720,720,train,a95842be6ffd78a95f7922c8d1e681c13194025ffdefb57aa9cbfa1474952c21,878783a33c7cc2e3,verified,manual_ground_truth_reprojected,accepted
RDD2020_India_India_006633.jpg,RDD2020,https://doi.org/10.17632/5ty2wb6gvg.1,India,CC BY 4.0,India_006633.jpg,D40;D20,both,720,720,train,8c8a448ad0a9d5017f048118b5d348a482ca568b361fb2c5b4ce4a1e4e532032,cc8f3b7004e9b31e,verified,manual_ground_truth_reprojected,accepted
RDD2020_India_India_006634.jpg,RDD2020,https://doi.org/10.17632/5ty2wb6gvg.1,India,CC BY 4.0,India_006634.jpg,D40,pothole,720,720,train,b59ce61ce3cdc59bf0efb95e70f4b7ffec87970e198f17b48f4730ca6f66f24a,9bb3a6644c91b36c,verified,manual_ground_truth_reprojected,accepted
RDD2020_India_India_006640.jpg,RDD2020,https://doi.org/10.17632/5ty2wb6gvg.1,India,CC BY 4.0,India_006640.jpg,D40;D20,both,720,720,train,df316f7f50dafd28738f7e198eb1c9d4ea8a458a0e10fde957174808b3e5cae7,94a9e74339d4e30d,verified,manual_ground_truth_reprojected,accepted
RDD2020_India_India_006643.jpg,RDD2020,https://doi.org/10.17632/5ty2wb6gvg.1,India,CC BY 4.0,India_006643.jpg,D44;D20,alligator_crack,720,720,train,f46819754e5e7b5d2c9a1a5dd3ebe6245c5322343b510f27eae516afad82b8ae,d8dac2e6e0b198dc,verified,manual_ground_truth_reprojected,accepted
RDD2020_India_India_006644.jpg,RDD2020,https://doi.org/10.17632/5ty2wb6gvg.1,India,CC BY 4.0,India_006644.jpg,D20,alligator_crack,720,720,train,67437ca8619c92fce9d91ade3e49159160bf81d17d2d0fae430a4f02692b8281,cbb5764b09e2e21c,verified,manual_ground_truth_reprojected,accepted
RDD2020_India_India_006645.jpg,RDD2020,https://doi.org/10.17632/5ty2wb6gvg.1,India,CC BY 4.0,India_006645.jpg,D44;D20,alligator_crack,720,720,train,79ff5c502411f480340deb3e346d8081656569013190bbc54b1140eba51a0cb8,d0d2e6f5399cc621,verified,manual_ground_truth_reprojected,accepted
RDD2020_India_India_006647.jpg,RDD2020,https://doi.org/10.17632/5ty2wb6gvg.1,India,CC BY 4.0,India_006647.jpg,D40,pothole,720,720,train,243d141e750363530c53978429bda737bcc7f1f9dc7fde92d54bca5d70d6cbc5,de9ea4ed25054bc2,verified,manual_ground_truth_reprojected,accepted
RDD2020_India_India_006651.jpg,RDD2020,https://doi.org/10.17632/5ty2wb6gvg.1,India,CC BY 4.0,India_006651.jpg,D40;D20,both,720,720,train,ef217746fd125670cd739ade8951a3ec8145b5f88b88c03097f2ff4468c1bf61,9195fd4f0ac4e42b,verified,manual_ground_truth_reprojected,accepted
RDD2020_India_India_006654.jpg,RDD2020,https://doi.org/10.17632/5ty2wb6gvg.1,India,CC BY 4.0,India_006654.jpg,D20,alligator_crack,720,720,train,86963f19dbb0c8478c11756004fa2bc4230db2a9fcddba3fbc76675d070b3e04,d8dada0767877091,verified,manual_ground_truth_reprojected,accepted
RDD2020_India_India_006656.jpg,RDD2020,https://doi.org/10.17632/5ty2wb6gvg.1,India,CC BY 4.0,India_006656.jpg,D20,alligator_crack,720,720,train,09ca6586078c9f4c7fce3a714442f810259d876553738c0940ba5679a0702784,988ce7e3e0f0f0ac,verified,manual_ground_truth_reprojected,accepted
RDD2020_India_India_006663.jpg,RDD2020,https://doi.org/10.17632/5ty2wb6gvg.1,India,CC BY 4.0,India_006663.jpg,D20,alligator_crack,720,720,train,7c654f3d96183986fc04a69f6d602936c013b6922e5abe5594c1922978078878,809879071ee17f7c,verified,manual_ground_truth_reprojected,accepted
