image_a,image_b,hash,similarity,action,source
RDD2020_Japan_Japan_000534.jpg,RDD2020_Japan_Japan_006184.jpg,9f00736b61e1e4ab,0.938_phash_dist_4,dropped_near_duplicate,RDD2020
RDD2020_Japan_Japan_002133.jpg,RDD2020_Japan_Japan_006439.jpg,d8dd87272578a907,0.969_phash_dist_2,dropped_near_duplicate,RDD2020
RDD2020_Japan_Japan_001853.jpg,RDD2020_Japan_Japan_006545.jpg,cdcd5632b9c8f0b0,0.938_phash_dist_4,dropped_near_duplicate,RDD2020
RDD2020_Japan_Japan_004157.jpg,RDD2020_Japan_Japan_006815.jpg,93f36c1883c53ca7,0.969_phash_dist_2,dropped_near_duplicate,RDD2020
RDD2020_Japan_Japan_000355.jpg,RDD2020_Japan_Japan_007984.jpg,808185397e7ec7cd,1.000_phash_dist_0,dropped_near_duplicate,RDD2020
RDD2020_Japan_Japan_002331.jpg,RDD2020_Japan_Japan_008545.jpg,cc8ce0e1b9b6369a,0.938_phash_dist_4,dropped_near_duplicate,RDD2020
RDD2020_Japan_Japan_001303.jpg,RDD2020_Japan_Japan_009326.jpg,d0d082e7e9292bbe,0.969_phash_dist_2,dropped_near_duplicate,RDD2020
RDD2020_Japan_Japan_006154.jpg,RDD2020_Japan_Japan_009355.jpg,9881e6e06fd845be,0.969_phash_dist_2,dropped_near_duplicate,RDD2020
RDD2020_Japan_Japan_008149.jpg,RDD2020_Japan_Japan_009521.jpg,9c9cb8637161dcd8,0.938_phash_dist_4,dropped_near_duplicate,RDD2020
RDD2020_Japan_Japan_005617.jpg,RDD2020_Japan_Japan_010274.jpg,d6d694c5e16172b8,0.969_phash_dist_2,dropped_near_duplicate,RDD2020
RDD2020_Japan_Japan_008001.jpg,RDD2020_Japan_Japan_010402.jpg,8a0696d5c7aaaaba,0.938_phash_dist_4,dropped_near_duplicate,RDD2020
RDD2020_Japan_Japan_005617.jpg,RDD2020_Japan_Japan_010483.jpg,96d694c5e56172b8,0.938_phash_dist_4,dropped_near_duplicate,RDD2020
RDD2020_Japan_Japan_003491.jpg,RDD2020_Japan_Japan_010668.jpg,c54cb839328acfec,0.969_phash_dist_2,dropped_near_duplicate,RDD2020
RDD2020_Japan_Japan_001370.jpg,RDD2020_Japan_Japan_010787.jpg,94c0e1717a5e9f8c,0.969_phash_dist_2,dropped_near_duplicate,RDD2020
RDD2020_Japan_Japan_000071.jpg,RDD2020_Japan_Japan_010798.jpg,ccccd3f332169685,1.000_phash_dist_0,dropped_near_duplicate,RDD2020
RDD2020_Japan_Japan_001370.jpg,RDD2020_Japan_Japan_010987.jpg,94c0e1717a5e9f8c,0.969_phash_dist_2,dropped_near_duplicate,RDD2020
RDD2020_Japan_Japan_004209.jpg,RDD2020_Japan_Japan_011077.jpg,89e1f6fe790b0390,0.938_phash_dist_4,dropped_near_duplicate,RDD2020
RDD2020_Japan_Japan_001921.jpg,RDD2020_Japan_Japan_011156.jpg,9789078f1ede18f0,0.938_phash_dist_4,dropped_near_duplicate,RDD2020
RDD2020_Japan_Japan_006381.jpg,RDD2020_Japan_Japan_011202.jpg,ded1a1a46a7bda80,0.969_phash_dist_2,dropped_near_duplicate,RDD2020
RDD2020_Japan_Japan_008520.jpg,RDD2020_Japan_Japan_011207.jpg,c4fd90033e60cddd,0.938_phash_dist_4,dropped_near_duplicate,RDD2020
RDD2020_Japan_Japan_006381.jpg,RDD2020_Japan_Japan_011312.jpg,ded1a5a42c7b5a88,0.938_phash_dist_4,dropped_near_duplicate,RDD2020
RDD2020_Japan_Japan_009644.jpg,RDD2020_Japan_Japan_011353.jpg,c44ccccf7a30d14f,0.938_phash_dist_4,dropped_near_duplicate,RDD2020
RDD2020_Japan_Japan_000641.jpg,RDD2020_Japan_Japan_011649.jpg,c2d8ddcbb73c2824,0.938_phash_dist_4,dropped_near_duplicate,RDD2020
RDD2020_Japan_Japan_003368.jpg,RDD2020_Japan_Japan_012345.jpg,8e86e4f078788e8f,0.938_phash_dist_4,dropped_near_duplicate,RDD2020
RDD2020_Japan_Japan_009339.jpg,RDD2020_Japan_Japan_012465.jpg,878797536987d05a,0.938_phash_dist_4,dropped_near_duplicate,RDD2020
RDD2020_Japan_Japan_001656.jpg,RDD2020_Japan_Japan_012495.jpg,cdc9e9ca4ca4b4e1,0.938_phash_dist_4,dropped_near_duplicate,RDD2020
RDD2020_Japan_Japan_009306.jpg,RDD2020_Japan_Japan_012598.jpg,9c9cacae426aea95,0.969_phash_dist_2,dropped_near_duplicate,RDD2020
RDD2020_Japan_Japan_012295.jpg,RDD2020_Japan_Japan_012829.jpg,d5d4f2a32d288eca,0.969_phash_dist_2,dropped_near_duplicate,RDD2020
RDD2020_Japan_Japan_006432.jpg,RDD2020_Japan_Japan_012898.jpg,c8daf2f03c8c0fa5,0.938_phash_dist_4,dropped_near_duplicate,RDD2020
RDD2020_Japan_Japan_009107.jpg,RDD2020_Japan_Japan_012941.jpg,93b3b9894c4c969e,0.938_phash_dist_4,dropped_near_duplicate,RDD2020
RDD2020_Czech_Czech_000248.jpg,RDD2020_Czech_Czech_000594.jpg,a6a5184923cdcddb,0.938_phash_dist_4,dropped_near_duplicate,RDD2020
RDD2020_Czech_Czech_001279.jpg,RDD2020_Czech_Czech_001408.jpg,a5a52e2a29d6dac9,0.938_phash_dist_4,dropped_near_duplicate,RDD2020
RDD2020_Czech_Czech_000627.jpg,RDD2020_Czech_Czech_001790.jpg,80ed27254de55baa,0.938_phash_dist_4,dropped_near_duplicate,RDD2020
RDD2020_Czech_Czech_001279.jpg,RDD2020_Czech_Czech_002857.jpg,a5a52e2a29d5dac9,0.969_phash_dist_2,dropped_near_duplicate,RDD2020
RDD2020_Czech_Czech_002215.jpg,RDD2020_Czech_Czech_003570.jpg,a7a7185833cf485b,0.938_phash_dist_4,dropped_near_duplicate,RDD2020
Pothole600_training_0061.png,Pothole600_training_0114.png,9fbf1d30e0e1e0e0,0.938_phash_dist_4,dropped_near_duplicate,Pothole600
Pothole600_validation_0065.png,Pothole600_validation_0071.png,f47abc8cc685c44e,0.969_phash_dist_2,dropped_near_duplicate,Pothole600
Pothole600_validation_0066.png,Pothole600_validation_0072.png,cc64a692de8e9693,1.000_phash_dist_0,dropped_near_duplicate,Pothole600
Pothole600_validation_0067.png,Pothole600_validation_0073.png,bf36e0cc1ff3c001,1.000_phash_dist_0,dropped_near_duplicate,Pothole600
Pothole600_validation_0068.png,Pothole600_validation_0074.png,bf3f36e0e4ccc401,0.969_phash_dist_2,dropped_near_duplicate,Pothole600
Pothole600_validation_0069.png,Pothole600_validation_0075.png,91ccf33ccf20c339,1.000_phash_dist_0,dropped_near_duplicate,Pothole600
Pothole600_validation_0070.png,Pothole600_validation_0076.png,cab562daa54a956a,1.000_phash_dist_0,dropped_near_duplicate,Pothole600
Pothole600_training_0051.png,Pothole600_validation_0134.png,f38c33ccc2738c33,0.938_phash_dist_4,dropped_near_duplicate,Pothole600
Pothole600_testing_0030.png,Pothole600_testing_0036.png,b8383838c7c3c7c7,0.969_phash_dist_2,dropped_near_duplicate,Pothole600
Pothole600_testing_0002.png,Pothole600_testing_0039.png,8f8761f0f0e01f0f,0.938_phash_dist_4,dropped_near_duplicate,Pothole600
Pothole600_validation_0061.png,Pothole600_testing_0044.png,a6266666b2d99999,0.938_phash_dist_4,dropped_near_duplicate,Pothole600
Pothole600_testing_0013.png,Pothole600_testing_0047.png,f38c33cce470cc33,0.938_phash_dist_4,dropped_near_duplicate,Pothole600
Pothole600_testing_0050.png,Pothole600_testing_0056.png,eb34c2bc9c809ece,1.000_phash_dist_0,dropped_near_duplicate,Pothole600
Pothole600_testing_0051.png,Pothole600_testing_0057.png,e62b8c32b38eb296,1.000_phash_dist_0,dropped_near_duplicate,Pothole600
Pothole600_testing_0052.png,Pothole600_testing_0058.png,af7ed8a40cdb94a0,1.000_phash_dist_0,dropped_near_duplicate,Pothole600
Pothole600_testing_0053.png,Pothole600_testing_0059.png,af3f5bdbe4a42040,1.000_phash_dist_0,dropped_near_duplicate,Pothole600
Pothole600_testing_0054.png,Pothole600_testing_0060.png,9acccc8ce336e31c,1.000_phash_dist_0,dropped_near_duplicate,Pothole600
Pothole600_testing_0055.png,Pothole600_testing_0061.png,66dd599f13f5f1ad24331028d5ef86b43a18f8b8d4367e00780384e6221e3bfd,1.0_exact_sha256,dropped_exact_duplicate,Pothole600
